city,state_id,state_name,latitude,longitude,population,population_proper,density
Melville,NY,New York,40.7823,-73.4087,,,782.1
Redwood,NY,New York,44.3011,-75.8063,,,327.1
Prospect,NY,New York,43.3049,-75.1509,,,392.4
East Hampton,NY,New York,40.9527,-72.1961,1114,1114,90
Limestone,NY,New York,42.0228,-78.6325,,,223.4
Fairmount,NY,New York,43.0414,-76.2485,,,1038.9
North Ridge,NY,New York,43.2126,-78.8259,,,51.3
Eastchester,NY,New York,40.8884,-73.8282,,,2943.5
Tully,NY,New York,42.7979,-76.1101,863,863,464
Orient,NY,New York,41.1425,-72.277,,,214.4
Taconic Shores,NY,New York,42.1192,-73.5532,,,408.7
Elwood,NY,New York,40.8462,-73.3389,,,542.1
Stamford,NY,New York,42.4093,-74.617,1056,1056,305
New Suffolk,NY,New York,40.9961,-72.4767,,,177.7
Black River,NY,New York,44.0089,-75.7966,1284,1284,271
Heritage Hills,NY,New York,41.3397,-73.7016,,,507.5
Earlville,NY,New York,42.7401,-75.5436,817,817,291
Warsaw,NY,New York,42.7429,-78.1414,2907,3347,314
Manhasset,NY,New York,40.7884,-73.6942,,,2009.7
Staten Island,NY,New York,40.5834,-74.1496,476015,476015,3155
New Hyde Park,NY,New York,40.7324,-73.6857,9863,9863,4431
Westmoreland City,PA,Pennsylvania,40.3312,-79.677,,,1126.6
Glen Riddle,PA,Pennsylvania,39.894,-75.4338,,,1100.7
Weissport,PA,Pennsylvania,40.8289,-75.7009,389,389,1111
Cooperstown,PA,Pennsylvania,41.4998,-79.8736,432,432,301
Cross Creek,PA,Pennsylvania,40.3264,-80.4091,,,112.2
Pleasant Hill,PA,Pennsylvania,40.337,-76.448,,,1372.3
North Wales,PA,Pennsylvania,40.2111,-75.2744,3242,3242,2131
Duncannon,PA,Pennsylvania,40.3951,-77.0278,1490,1490,1413
Vinco,PA,Pennsylvania,40.4111,-78.8446,,,433.7
Liverpool,PA,Pennsylvania,40.5734,-76.9924,960,960,420
Oakdale,PA,Pennsylvania,40.4001,-80.1873,1456,1456,1198
Chinchilla,PA,Pennsylvania,41.4846,-75.666,,,617.2
Robesonia,PA,Pennsylvania,40.3495,-76.1391,2057,2057,891
Hookstown,PA,Pennsylvania,40.5989,-80.4738,144,144,410
Upland,PA,Pennsylvania,39.8562,-75.3796,3242,3242,1929
Wallenpaupack Lake Estates,PA,Pennsylvania,41.3957,-75.2731,,,242.8
Brackenridge,PA,Pennsylvania,40.6079,-79.7411,3180,3180,2400
Montrose,PA,Pennsylvania,41.8332,-75.8762,1491,1491,447
Industry,PA,Pennsylvania,40.6595,-80.4115,1773,1773,67
West Bristol,PA,Pennsylvania,40.1015,-74.8852,,,1950.1
Ringtown,PA,Pennsylvania,40.8565,-76.235,791,791,695
Piney Fork,PA,Pennsylvania,40.2898,-79.9962,,,763.9
Parryville,PA,Pennsylvania,40.8243,-75.6701,503,503,120
Exeter,PA,Pennsylvania,41.3338,-75.8214,5558,5558,459
Thomas,PA,Pennsylvania,40.2376,-80.0939,,,128.4
Templeton,PA,Pennsylvania,40.9185,-79.4603,,,469.8
Kelayres,PA,Pennsylvania,40.9007,-76.0046,,,634.6
McClure,PA,Pennsylvania,40.7078,-77.3107,937,937,96
Raubsville,PA,Pennsylvania,40.6295,-75.2024,,,481.2
Marklesburg,PA,Pennsylvania,40.3821,-78.1697,203,203,75
Fallston,PA,Pennsylvania,40.7241,-80.3133,256,256,207
Forest Grove,PA,Pennsylvania,40.4792,-80.1303,,,920.8
Windsor,PA,Pennsylvania,39.9163,-76.5841,1474,1474,1037
Sandy,PA,Pennsylvania,41.1062,-78.7749,,,447.6
Villanova,PA,Pennsylvania,40.0373,-75.3491,,,2625.3
Evansburg,PA,Pennsylvania,40.1899,-75.4348,,,467.4
Pomeroy,PA,Pennsylvania,39.9639,-75.885,,,378.3
Chicora,PA,Pennsylvania,40.9505,-79.74,996,996,724
Lewis Run,PA,Pennsylvania,41.8694,-78.66,587,587,130
Worcester,PA,Pennsylvania,40.2012,-75.3466,,,571.9
Montrose Manor,PA,Pennsylvania,40.3063,-75.9872,,,1114.5
Lamar,PA,Pennsylvania,41.0094,-77.5306,,,268.4
Holtwood,PA,Pennsylvania,39.832,-76.3275,,,8.8
Hilldale,PA,Pennsylvania,41.2869,-75.8356,,,1006.4
Clarendon,PA,Pennsylvania,41.7806,-79.0941,436,436,499
Tionesta,PA,Pennsylvania,41.4937,-79.448,439,439,123
Hunterstown,PA,Pennsylvania,39.8826,-77.1569,,,231.1
Penndel,PA,Pennsylvania,40.1552,-74.9147,2200,2200,2033
Twilight,PA,Pennsylvania,40.1158,-79.8936,229,229,54
Tobyhanna,PA,Pennsylvania,41.177,-75.418,,,352.6
Irwin,PA,Pennsylvania,40.3249,-79.6997,3824,3824,1764
Clarion,PA,Pennsylvania,41.2106,-79.3803,9489,5342,1310
Millersville,PA,Pennsylvania,40.0047,-76.3522,8383,8383,1674
Stiles,PA,Pennsylvania,40.6666,-75.5072,,,1848.1
Wrightsville,PA,Pennsylvania,40.0239,-76.5311,2285,2285,1346
Ernest,PA,Pennsylvania,40.6783,-79.1646,441,441,741
Camp Hill,PA,Pennsylvania,40.2422,-76.9274,7934,7934,1443
South Fork,PA,Pennsylvania,40.3636,-78.7919,864,864,706
Stevensville,PA,Pennsylvania,41.7606,-76.1763,,,24.2
Dravosburg,PA,Pennsylvania,40.3509,-79.8906,1746,1746,696
Queen,PA,Pennsylvania,40.2592,-78.5075,,,69.8
Blanchard,PA,Pennsylvania,40.6573,-79.8284,,,126.3
Delmont,PA,Pennsylvania,40.4145,-79.5729,2622,2622,958
Osceola Mills,PA,Pennsylvania,40.8525,-78.2699,1098,1098,1285
Mount Eagle,PA,Pennsylvania,40.98,-77.7057,,,84.9
Glen Campbell,PA,Pennsylvania,40.8197,-78.8297,236,236,97
Russellville,PA,Pennsylvania,39.8423,-75.9413,,,73.4
Canonsburg,PA,Pennsylvania,40.2642,-80.1868,8878,8878,1483
Allensville,PA,Pennsylvania,40.5331,-77.8141,,,288.7
Grove City,PA,Pennsylvania,41.1572,-80.0893,11524,8069,1157
Atlasburg,PA,Pennsylvania,40.3436,-80.3803,,,157.9
Warrensville,PA,Pennsylvania,41.3265,-76.9455,,,173.2
Sandy Lake,PA,Pennsylvania,41.3502,-80.0837,644,644,298
Primrose,PA,Pennsylvania,40.3556,-80.2678,,,184.7
Big Run,PA,Pennsylvania,40.9702,-78.8765,608,608,339
Northwood,PA,Pennsylvania,40.6864,-78.2272,,,243.5
Cresson,PA,Pennsylvania,40.4626,-78.5866,10467,1613,1289
Green Ridge,PA,Pennsylvania,39.8682,-75.4135,,,1335.3
Akron,PA,Pennsylvania,40.158,-76.2032,3983,3983,1253
Rices Landing,PA,Pennsylvania,39.9476,-79.9986,437,437,212
Ellport,PA,Pennsylvania,40.8618,-80.2625,1132,1132,1019
Gardners,PA,Pennsylvania,40.0063,-77.2084,,,96
Clarks Summit,PA,Pennsylvania,41.4902,-75.7065,4917,4917,1197
Quakertown,PA,Pennsylvania,40.4398,-75.3456,8798,8798,1671
Blossburg,PA,Pennsylvania,41.6795,-77.069,1509,1509,125
Worthville,PA,Pennsylvania,41.0251,-79.1405,66,66,75
Applewold,PA,Pennsylvania,40.8084,-79.5221,291,291,2392
Hatboro,PA,Pennsylvania,40.1775,-75.1054,7434,7434,2018
Virginville,PA,Pennsylvania,40.5191,-75.8638,,,195.6
Blakeslee,PA,Pennsylvania,41.0926,-75.5927,,,151.1
Crown,PA,Pennsylvania,41.3917,-79.2633,,,50.7
Bryn Athyn,PA,Pennsylvania,40.1411,-75.0674,1390,1390,277
Centerville,PA,Pennsylvania,40.03,-79.9632,3171,3171,92
Pen Mar,PA,Pennsylvania,39.7243,-77.515,,,205.7
Willowdale,PA,Pennsylvania,39.8743,-75.7177,,,247.5
Forestville,PA,Pennsylvania,40.6938,-76.2921,,,168.5
Mount Nebo,PA,Pennsylvania,40.5528,-80.1051,,,374.4
West Vandergrift,PA,Pennsylvania,40.6006,-79.5837,,,316.8
Schenley,PA,Pennsylvania,40.6845,-79.6617,,,53.5
Ford Cliff,PA,Pennsylvania,40.7608,-79.5358,358,358,1818
Homeacre,PA,Pennsylvania,40.8592,-79.9395,,,1062.5
Eagle,PA,Pennsylvania,40.0779,-75.6877,,,355.6
Leacock,PA,Pennsylvania,40.0857,-76.2083,,,801.5
Sharpsburg,PA,Pennsylvania,40.494,-79.9251,3365,3365,2714
Folcroft,PA,Pennsylvania,39.8891,-75.277,6621,6621,2052
Everson,PA,Pennsylvania,40.0903,-79.5872,769,769,1537
Scarlets Mill,PA,Pennsylvania,40.227,-75.8502,,,61.9
Renningers,PA,Pennsylvania,40.6497,-76.1484,,,176.2
Greenock,PA,Pennsylvania,40.3125,-79.8036,,,1133.9
Sewickley Hills,PA,Pennsylvania,40.568,-80.1271,730,730,114
Chapman,PA,Pennsylvania,40.7585,-75.4013,209,209,244
Carnot,PA,Pennsylvania,40.517,-80.2214,,,770.8
Mount Morris,PA,Pennsylvania,39.7342,-80.0755,,,186
Buckhorn,PA,Pennsylvania,41.0177,-76.4969,,,167.9
Connellsville,PA,Pennsylvania,40.0158,-79.5899,7437,7437,1316
New Baltimore,PA,Pennsylvania,39.9834,-78.772,174,174,193
Avella,PA,Pennsylvania,40.2737,-80.4672,,,386.6
Hegins,PA,Pennsylvania,40.6524,-76.4876,,,397.3
Ebensburg,PA,Pennsylvania,40.4884,-78.7264,4643,3166,739
Schwenksville,PA,Pennsylvania,40.2574,-75.4662,1397,1397,1308
Level Green,PA,Pennsylvania,40.3902,-79.7215,,,870.6
New Oxford,PA,Pennsylvania,39.863,-77.0554,1793,1793,1118
Cheswick,PA,Pennsylvania,40.5428,-79.8013,1714,1714,1430
Wallaceton,PA,Pennsylvania,40.9617,-78.2905,316,316,159
Frankfort Springs,PA,Pennsylvania,40.481,-80.4428,130,130,192
Kenilworth,PA,Pennsylvania,40.2242,-75.6418,,,701.7
Chalfant,PA,Pennsylvania,40.41,-79.8387,784,784,1902
Windber,PA,Pennsylvania,40.2355,-78.8247,3937,3937,768
West Conshohocken,PA,Pennsylvania,40.0705,-75.3192,1390,1390,625
State College,PA,Pennsylvania,40.791,-77.8568,87374,41992,3555
North East,PA,Pennsylvania,42.2134,-79.8333,6217,4135,1225
Montgomery,PA,Pennsylvania,41.1709,-76.874,6306,1543,1089
Spring Ridge,PA,Pennsylvania,40.3533,-75.9892,,,307.3
Nazareth,PA,Pennsylvania,40.74,-75.3132,5685,5685,1348
Addison,PA,Pennsylvania,39.7452,-79.3344,201,201,142
Harrisburg,PA,Pennsylvania,40.2752,-76.8843,438995,48904,2322
Mount Cobb,PA,Pennsylvania,41.4215,-75.5005,,,134.6
Landisburg,PA,Pennsylvania,40.343,-77.3062,219,219,1215
Amity Gardens,PA,Pennsylvania,40.2719,-75.7321,,,1527.7
Sugarcreek,PA,Pennsylvania,41.438,-79.8183,5071,5071,52
Hopewell,PA,Pennsylvania,40.1345,-78.2665,244,244,828
Wilcox,PA,Pennsylvania,41.5726,-78.6869,,,250.3
Portersville,PA,Pennsylvania,40.9243,-80.1468,234,234,113
Hickory,PA,Pennsylvania,40.2958,-80.3052,,,152.4
Colony Park,PA,Pennsylvania,40.3465,-75.9827,,,1199
Eagles Mere,PA,Pennsylvania,41.4102,-76.5832,114,114,21
Woodbourne,PA,Pennsylvania,40.2016,-74.8872,,,635.7
Adamsburg,PA,Pennsylvania,40.3124,-79.6542,168,168,231
Inkerman,PA,Pennsylvania,41.2968,-75.8167,,,959.8
Rohrsburg,PA,Pennsylvania,41.1328,-76.4232,,,58.3
Trevorton,PA,Pennsylvania,40.7841,-76.6713,,,645.4
Lyndell,PA,Pennsylvania,40.0595,-75.7447,,,124.7
White Oak,PA,Pennsylvania,40.3415,-79.8007,7707,7707,449
Croft,PA,Pennsylvania,41.0789,-78.3345,,,67.8
Westline,PA,Pennsylvania,41.7753,-78.7723,,,52.3
Harmar Heights,PA,Pennsylvania,40.5565,-79.8189,,,329
Walnutport,PA,Pennsylvania,40.7518,-75.5957,2082,2082,1114
Cyclone,PA,Pennsylvania,41.8323,-78.5859,,,19.5
Lanesboro,PA,Pennsylvania,41.9625,-75.5825,468,468,69
South Pottstown,PA,Pennsylvania,40.2367,-75.6599,,,841.2
Lansdale,PA,Pennsylvania,40.2417,-75.2812,16521,16521,2131
Toughkenamon,PA,Pennsylvania,39.8313,-75.7565,,,631.2
Millersburg,PA,Pennsylvania,40.5422,-76.9552,4496,2532,1287
Big Bass Lake,PA,Pennsylvania,41.2525,-75.4795,,,187.1
Seven Valleys,PA,Pennsylvania,39.8545,-76.7667,504,504,178
Muse,PA,Pennsylvania,40.2924,-80.2055,,,1105.3
Oberlin,PA,Pennsylvania,40.2397,-76.8156,,,1164.9
Rillton,PA,Pennsylvania,40.2892,-79.7312,,,531.7
New Milford,PA,Pennsylvania,41.8761,-75.7266,850,850,323
Elkland,PA,Pennsylvania,41.989,-77.314,1767,1767,260
Chatham,PA,Pennsylvania,39.8534,-75.8216,,,232.1
West Homestead,PA,Pennsylvania,40.3977,-79.9185,1906,1906,798
Swartzville,PA,Pennsylvania,40.2287,-76.0809,,,1186.5
Silverville,PA,Pennsylvania,40.7045,-79.7228,,,245.3
Trumbauersville,PA,Pennsylvania,40.4132,-75.3802,953,953,827
Swarthmore,PA,Pennsylvania,39.9022,-75.3488,6239,6239,1720
Glenmoore,PA,Pennsylvania,40.089,-75.7719,,,293.1
Shenandoah Heights,PA,Pennsylvania,40.8322,-76.2061,,,997.6
Rote,PA,Pennsylvania,41.0781,-77.4114,,,213.6
Olyphant,PA,Pennsylvania,41.4506,-75.5753,5087,5087,361
North Washington,PA,Pennsylvania,40.5328,-79.5978,,,177.1
Cambridge,PA,Pennsylvania,40.0815,-75.9374,,,222.4
Clinton,PA,Pennsylvania,40.4926,-80.296,,,175
Lemoyne,PA,Pennsylvania,40.2442,-76.8991,4638,4638,1110
Orangeville,PA,Pennsylvania,41.0767,-76.4115,502,502,435
Chalfont,PA,Pennsylvania,40.2893,-75.2095,4047,4047,965
Hampton,PA,Pennsylvania,39.9289,-77.0584,,,526.6
Loganton,PA,Pennsylvania,41.0338,-77.3023,470,470,172
Mertztown,PA,Pennsylvania,40.5033,-75.6674,,,221.6
Lumber City,PA,Pennsylvania,40.6583,-77.6014,,,169.6
Camptown,PA,Pennsylvania,41.7312,-76.2347,,,108.5
Arlington Heights,PA,Pennsylvania,41.0039,-75.2116,,,731.6
Broad Top City,PA,Pennsylvania,40.2012,-78.1406,444,444,253
Pocono Springs,PA,Pennsylvania,41.2797,-75.4016,,,131.5
Mount Carbon,PA,Pennsylvania,40.6735,-76.1885,89,89,498
Stonybrook,PA,Pennsylvania,39.9799,-76.6317,,,1281.7
Summit Hill,PA,Pennsylvania,40.8249,-75.8464,2929,2929,130
East Bangor,PA,Pennsylvania,40.8813,-75.1863,1619,1619,763
Geistown,PA,Pennsylvania,40.2934,-78.8726,2345,2345,854
Waterford,PA,Pennsylvania,41.9449,-79.9855,1523,1523,479
Chevy Chase Heights,PA,Pennsylvania,40.6404,-79.1456,,,794.3
Shamokin,PA,Pennsylvania,40.7883,-76.555,29054,7098,3285
Sand Hill,PA,Pennsylvania,40.3614,-76.4217,,,1409.3
Murrysville,PA,Pennsylvania,40.4456,-79.6555,20042,20042,210
Hannasville,PA,Pennsylvania,41.4716,-79.9311,,,71.2
Shoemakersville,PA,Pennsylvania,40.5007,-75.9701,1364,1364,945
Collinsburg,PA,Pennsylvania,40.2196,-79.7846,,,568.9
West Chester,PA,Pennsylvania,39.9601,-75.6058,19928,19928,4167
Fernway,PA,Pennsylvania,40.6948,-80.1309,,,939.9
Creekside,PA,Pennsylvania,40.6811,-79.193,298,298,520
McKnightstown,PA,Pennsylvania,39.8701,-77.3303,,,147.4
Vowinckel,PA,Pennsylvania,41.4108,-79.2287,,,27.7
Forksville,PA,Pennsylvania,41.4896,-76.6028,140,140,34
Coplay,PA,Pennsylvania,40.671,-75.4961,3232,3232,2044
Thorndale,PA,Pennsylvania,39.999,-75.7519,,,914
Tremont,PA,Pennsylvania,40.6302,-76.3912,1691,1691,899
Red Lion,PA,Pennsylvania,39.8986,-76.6078,6303,6303,1854
Fairless Hills,PA,Pennsylvania,40.1784,-74.8524,,,1586
Croydon,PA,Pennsylvania,40.0911,-74.8975,,,2518.9
Perryopolis,PA,Pennsylvania,40.0868,-79.7528,1719,1719,433
Cassandra,PA,Pennsylvania,40.4085,-78.6407,141,141,712
Sayre,PA,Pennsylvania,41.9855,-76.5207,17252,5357,1023
Farmington,PA,Pennsylvania,39.8099,-79.5623,,,259.2
New Hope,PA,Pennsylvania,40.3616,-74.9573,2497,2497,758
Darragh,PA,Pennsylvania,40.2665,-79.6787,,,82.8
Saint Petersburg,PA,Pennsylvania,41.161,-79.6545,371,371,449
Linwood,PA,Pennsylvania,39.8244,-75.4244,,,1870.5
Kenhorst,PA,Pennsylvania,40.3069,-75.9438,2856,2856,1881
Devon,PA,Pennsylvania,40.0496,-75.4271,,,1049.9
Kittanning,PA,Pennsylvania,40.8279,-79.5233,13381,3846,1490
Klingerstown,PA,Pennsylvania,40.6588,-76.6931,,,126.4
Kenmar,PA,Pennsylvania,41.2547,-76.955,,,1422
Wilmerding,PA,Pennsylvania,40.3942,-79.8101,2135,2135,1922
Meshoppen,PA,Pennsylvania,41.6119,-76.0457,548,548,306
Ogden,PA,Pennsylvania,39.8298,-75.4563,,,1168.5
Benton,PA,Pennsylvania,41.1955,-76.3846,822,822,531
Nanticoke,PA,Pennsylvania,41.2004,-76.0003,10189,10189,1138
Sterling Run,PA,Pennsylvania,41.4148,-78.1989,,,13.7
Colver,PA,Pennsylvania,40.5426,-78.7891,,,796.9
Beallsville,PA,Pennsylvania,40.0619,-80.0302,445,445,70
Ardmore,PA,Pennsylvania,40.0032,-75.2947,,,2382.5
Kingston,PA,Pennsylvania,41.2652,-75.8875,12861,12861,2333
Saylorsburg,PA,Pennsylvania,40.8997,-75.318,,,562.3
Rupert,PA,Pennsylvania,40.976,-76.4797,,,170.6
Worthington,PA,Pennsylvania,40.838,-79.6349,607,607,340
New London,PA,Pennsylvania,39.7826,-75.8755,,,141
Halfway House,PA,Pennsylvania,40.2794,-75.6402,,,499.6
Armagh,PA,Pennsylvania,40.4536,-79.0324,117,117,787
Martins Creek,PA,Pennsylvania,40.7816,-75.1912,,,296.4
Canadohta Lake,PA,Pennsylvania,41.8176,-79.8364,,,289.7
Paradise,PA,Pennsylvania,40.0061,-76.1242,,,527
Powell,PA,Pennsylvania,41.7048,-76.5069,,,120
Santiago,PA,Pennsylvania,40.4342,-80.2706,,,157.5
Pen Argyl,PA,Pennsylvania,40.8675,-75.2535,3544,3544,1019
Rural Ridge,PA,Pennsylvania,40.5856,-79.8287,,,301.1
Davidson Heights,PA,Pennsylvania,40.5834,-80.2598,,,474.6
Koppel,PA,Pennsylvania,40.8356,-80.3213,736,736,528
Foot of Ten,PA,Pennsylvania,40.4182,-78.4612,,,86.8
Millville,PA,Pennsylvania,41.1205,-76.5253,946,946,372
Fannettsburg,PA,Pennsylvania,40.0651,-77.8294,,,313.5
Oneida,PA,Pennsylvania,40.9052,-76.1225,,,179.8
Eagleville,PA,Pennsylvania,40.1604,-75.409,,,525.3
Titusville,PA,Pennsylvania,41.6273,-79.6699,5506,5380,716
New Albany,PA,Pennsylvania,41.6003,-76.4446,346,346,288
Weatherly,PA,Pennsylvania,40.942,-75.821,2444,2444,316
Numidia,PA,Pennsylvania,40.8783,-76.4034,,,113.7
Washington,PA,Pennsylvania,40.1739,-80.2465,13514,13514,1770
Waynesburg,PA,Pennsylvania,39.8983,-80.1855,8285,3993,1927
Ludwigs Corner,PA,Pennsylvania,40.1157,-75.6935,,,59.6
Alleghenyville,PA,Pennsylvania,40.2327,-75.9762,,,203.5
Heilwood,PA,Pennsylvania,40.6322,-78.8931,,,39.3
Downingtown,PA,Pennsylvania,40.0076,-75.7019,7905,7905,1395
Ashville,PA,Pennsylvania,40.5601,-78.5472,217,217,468
Atglen,PA,Pennsylvania,39.9473,-75.9754,1402,1402,618
Indianola,PA,Pennsylvania,40.5695,-79.8637,,,299.9
Hartleton,PA,Pennsylvania,40.9002,-77.1564,286,286,121
Burgettstown,PA,Pennsylvania,40.3813,-80.3926,3245,1333,827
River View Park,PA,Pennsylvania,40.3912,-75.9509,,,1880.9
Butler,PA,Pennsylvania,40.8615,-79.8962,38588,13155,1868
Narberth,PA,Pennsylvania,40.0077,-75.2635,4330,4330,3324
Elkins Park,PA,Pennsylvania,40.0771,-75.1268,,,1419.7
Mundys Corner,PA,Pennsylvania,40.4432,-78.8325,,,250.8
Perryville,PA,Pennsylvania,40.5128,-79.5231,,,39.3
Saint Clair,PA,Pennsylvania,40.7211,-76.1903,2876,2876,900
Munhall,PA,Pennsylvania,40.3937,-79.9004,11177,11177,1878
Saltsburg,PA,Pennsylvania,40.4848,-79.448,822,822,1533
Sonestown,PA,Pennsylvania,41.3537,-76.5541,,,127.8
Lenkerville,PA,Pennsylvania,40.5327,-76.9594,,,1286.2
Cleona,PA,Pennsylvania,40.3385,-76.477,2168,2168,997
Eastwood,PA,Pennsylvania,40.2917,-79.5184,,,742
Loretto,PA,Pennsylvania,40.5085,-78.6348,1384,1384,558
Anselma,PA,Pennsylvania,40.0815,-75.6419,,,212.6
Horsham,PA,Pennsylvania,40.1825,-75.1387,,,1816.6
East Washington,PA,Pennsylvania,40.1745,-80.2325,1841,1841,1583
Mount Carmel,PA,Pennsylvania,40.7959,-76.4121,5677,5677,3338
Le Raysville,PA,Pennsylvania,41.8381,-76.1776,282,282,104
Harleigh,PA,Pennsylvania,40.9862,-75.9702,,,461.3
Ulster,PA,Pennsylvania,41.8459,-76.5019,,,277.5
McDonald,PA,Pennsylvania,40.3701,-80.2323,2072,2072,1532
Rosston,PA,Pennsylvania,40.7509,-79.5514,,,70.7
Aaronsburg,PA,Pennsylvania,40.9042,-77.4513,,,271.7
Gratz,PA,Pennsylvania,40.6073,-76.7157,751,751,98
Alburtis,PA,Pennsylvania,40.509,-75.6001,2563,2563,1399
Wyomissing,PA,Pennsylvania,40.3317,-75.9703,10420,10420,892
Bell Acres,PA,Pennsylvania,40.5898,-80.1738,1392,1392,100
West Pittston,PA,Pennsylvania,41.3295,-75.7998,4741,4741,2232
Carlisle,PA,Pennsylvania,40.1999,-77.2042,19162,19162,1337
Mausdale,PA,Pennsylvania,40.9865,-76.635,,,95.6
Washingtonville,PA,Pennsylvania,41.0523,-76.6749,276,276,1957
Fullerton,PA,Pennsylvania,40.6308,-75.4835,,,1822
Lorane,PA,Pennsylvania,40.2921,-75.8486,,,678.8
Ligonier,PA,Pennsylvania,40.2449,-79.2375,3222,1530,1172
Parkside,PA,Pennsylvania,39.8674,-75.378,2328,2328,4367
Hopeland,PA,Pennsylvania,40.2336,-76.2615,,,476.7
Mapletown,PA,Pennsylvania,39.805,-79.9406,,,103.8
Clarence,PA,Pennsylvania,41.0484,-77.946,,,101.7
Duryea,PA,Pennsylvania,41.3537,-75.7758,4852,4852,337
New Bedford,PA,Pennsylvania,41.0955,-80.4953,,,251.4
Edgely,PA,Pennsylvania,40.1287,-74.8343,,,1086.3
Hickory Hill,PA,Pennsylvania,39.7484,-75.9208,,,79.9
Scottdale,PA,Pennsylvania,40.1034,-79.5899,4211,4211,1404
Hickory Hills,PA,Pennsylvania,41.0347,-75.8221,,,241
Bethayres,PA,Pennsylvania,40.114,-75.071,,,552.7
Rennerdale,PA,Pennsylvania,40.4002,-80.1397,,,404.5
Dunmore,PA,Pennsylvania,41.4153,-75.6072,13187,13187,570
Fayetteville,PA,Pennsylvania,39.9114,-77.5651,,,348.5
Chalkhill,PA,Pennsylvania,39.8461,-79.6143,,,77.7
Ramblewood,PA,Pennsylvania,40.7238,-77.9432,,,182.4
Elgin,PA,Pennsylvania,41.907,-79.7465,213,213,55
Conway,PA,Pennsylvania,40.6674,-80.2411,2129,2129,644
Elim,PA,Pennsylvania,40.2989,-78.943,,,514.7
Rothsville,PA,Pennsylvania,40.1532,-76.2473,,,699.9
Delano,PA,Pennsylvania,40.8415,-76.0738,,,427.2
Mechanicsburg,PA,Pennsylvania,40.2115,-77.006,9007,9007,1442
Altoona,PA,Pennsylvania,40.5084,-78.401,76943,44589,1737
Sabinsville,PA,Pennsylvania,41.8678,-77.5253,,,33.7
Brandonville,PA,Pennsylvania,40.8601,-76.169,,,88.1
Northampton,PA,Pennsylvania,40.6865,-75.4902,9863,9863,1546
McGovern,PA,Pennsylvania,40.2385,-80.2257,,,112
Strafford,PA,Pennsylvania,40.0509,-75.4044,,,1178.3
Berwyn,PA,Pennsylvania,40.0396,-75.4439,,,1391.1
Athens,PA,Pennsylvania,41.9515,-76.5186,3219,3219,691
Tyrone,PA,Pennsylvania,40.6764,-78.246,7376,5301,1005
Corry,PA,Pennsylvania,41.9259,-79.6358,6326,6360,409
Courtney,PA,Pennsylvania,40.2187,-79.9687,,,29.6
Heidelberg,PA,Pennsylvania,40.3915,-80.0923,1219,1219,1661
Archbald,PA,Pennsylvania,41.5077,-75.5453,6979,6979,157
Georgetown,PA,Pennsylvania,40.6417,-80.4994,171,171,377
Moosic,PA,Pennsylvania,41.3584,-75.7027,5753,5753,342
Millerton,PA,Pennsylvania,41.9868,-76.9396,,,194.2
Lemont,PA,Pennsylvania,40.812,-77.8161,,,892.2
Tower City,PA,Pennsylvania,40.5884,-76.553,1294,1294,1588
Fairview,PA,Pennsylvania,41.0155,-79.7432,195,195,667
Ancient Oaks,PA,Pennsylvania,40.536,-75.5852,,,1931.6
Freeport,PA,Pennsylvania,40.6829,-79.6837,1724,1724,524
Finleyville,PA,Pennsylvania,40.2529,-80.0017,407,407,939
Oley,PA,Pennsylvania,40.3872,-75.7844,,,519.6
Paintersville,PA,Pennsylvania,40.6495,-77.4522,,,33.6
Morris,PA,Pennsylvania,41.5951,-77.2922,,,42.2
Montandon,PA,Pennsylvania,40.9652,-76.853,,,407.3
Bristol,PA,Pennsylvania,40.1034,-74.8523,9534,9534,2266
Audubon,PA,Pennsylvania,40.1304,-75.428,,,783.8
Ashland,PA,Pennsylvania,40.7811,-76.3451,7526,2711,631
Park Forest Village,PA,Pennsylvania,40.8,-77.9081,,,1213
Idaville,PA,Pennsylvania,40.0199,-77.2034,,,109.9
Juniata Terrace,PA,Pennsylvania,40.5855,-77.5782,538,538,1237
Locustdale,PA,Pennsylvania,40.7784,-76.3736,,,106.9
Wampum,PA,Pennsylvania,40.8863,-80.3393,680,680,266
East Conemaugh,PA,Pennsylvania,40.3476,-78.886,1144,1144,1635
Unionville,PA,Pennsylvania,40.9063,-77.8767,295,295,481
East York,PA,Pennsylvania,39.9687,-76.6759,,,1790.3
Portland,PA,Pennsylvania,40.9216,-75.0985,510,510,401
Towanda,PA,Pennsylvania,41.7707,-76.4472,4480,2850,966
Thornburg,PA,Pennsylvania,40.4345,-80.0842,452,452,401
Russell,PA,Pennsylvania,41.9394,-79.1393,,,261
Williamsburg,PA,Pennsylvania,40.4627,-78.2044,1209,1209,1276
Whitaker,PA,Pennsylvania,40.4007,-79.8864,1241,1241,1617
Moshannon,PA,Pennsylvania,41.0343,-78.0066,,,153.5
Forty Fort,PA,Pennsylvania,41.2843,-75.8689,4098,4098,1204
Gap,PA,Pennsylvania,39.9891,-76.0214,,,762.7
Confluence,PA,Pennsylvania,39.8094,-79.3552,745,745,179
Eastlawn Gardens,PA,Pennsylvania,40.748,-75.2913,,,1289.7
Nittany,PA,Pennsylvania,40.9947,-77.5521,,,248.7
Dillsburg,PA,Pennsylvania,40.1103,-77.0335,2564,2564,1236
